date,ship_count,avg_ship_speed,port_congestion_level,storm_events_count,cyber_attack_count,trade_value,risk_score,coverage_score,vehicle_gps_latitude,vehicle_gps_longitude,fuel_consumption_rate,eta_variation_hours,traffic_congestion_level,warehouse_inventory_level,loading_unloading_time,handling_equipment_availability,order_fulfillment_status,weather_condition_severity,shipping_costs,supplier_reliability_score,lead_time_days,historical_demand,iot_temperature,cargo_condition_status,route_risk_level,customs_clearance_time,driver_behavior_score,fatigue_monitoring_score,disruption_likelihood_score,delay_probability,delivery_time_deviation,total_confirmed,total_deaths,active_cases,storm_events_count_r7,cyber_attack_count_r7,total_confirmed_r7,port_congestion_level_r7,traffic_congestion_level_r7,ship_count_r7,avg_ship_speed_r7,trade_value_r7,avg_neighbor_risk,f_storm_weather,f_cyber,f_health,f_congestion_ops,f_shipping_route,f_trade,f_neighbor,custom_risk,pred_prob_lr
01-01-2020,530,11.91,6.85701477,3,0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5326483666738256,0.674914458118798,0.284563299,0.583304067,0.0,0.6389161780400309,0.0,5.006246603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.685734003,5.025510934,0,0.0,0.0,0.8636363636363636,0.0,0.0,0.77496088203416,0.0,0.051337305108378764,0.39223366530920734,0.0,0.0,0.4318181818181818,0.0,0.0,0.4956309267066959,0.07392849506959769,0.21297205934667696,0.0,0.20743978328556184,0.17100366330400402
01-01-2021,125,15.34,6.050231728,0,0,0,0.4657,0.4,36.85129659,-86.65679521,0.6058775189883225,3.046360085,5.297886006,0.5653154457722058,0.7790990095851849,0.257542336,0.563765184,0.6765259265930555,0.573917385570177,0.513834344,5.779030306,0.7476652334247879,3.661446516,0.30637487,0.7335302230544121,2.235945597,0.5582736298222101,0.9125071144772535,0.855860368,0.659013907,5.629205088,0,0.0,0.0,0.3863636363636364,0.0,0.0,0.6645696444854046,0.53589757940315,0.0,0.7764482439275833,0.0,0.0,0.531444781478346,0.0,0.0,0.6362204198114862,0.597772788378297,0.4405275396649883,0.0,0.3873557078927998,0.9886003737210571
01-01-2022,501,11.5,5.895780984,1,0,0,0.468,0.4,38.44491374,-89.99448834,0.7903916093937664,3.177419965,4.259294928,0.6270676198842913,0.5429772483225102,0.35219667,0.573720451,0.7019602897579162,0.6416418454647267,0.439493604,4.343220604,0.8016929062155956,-0.232783021,0.334892112,0.726093808881153,2.638078539,0.8238376799518828,0.8317769327503649,0.859499469,0.755077957,5.117729338,0,0.0,0.0,0.3333333333333333,0.0,0.0,0.613683681523423,0.6444923028604371,0.014661765327248916,0.6177590350715971,0.0,0.0,0.5176468115456248,0.0,0.0,0.6070552131476654,0.6340868052293356,0.4811115838934408,0.0,0.393571742911158,0.9920173830289564
01-01-2023,15932,1.886822365,6.755303186,2,288,0,0.5421,0.6,38.2121367,-87.2525757,0.7977478610115349,2.507072137,4.763011537,0.638166883603692,0.7156627592369309,0.375970152,0.596988055,0.6217839641606004,0.5319266237003404,0.537140589,2.894643356,0.7327869098417075,-1.032947604,0.339846906,0.761008851474007,2.245139853,0.6345671377163309,0.7582491805511882,0.714229132,0.731608451,5.753956457,0,0.0,0.0,0.3863636363636364,0.8749999999999999,0.0,0.6470444394865555,0.7242659122058234,1.0,0.0,0.0,0.0,0.5040738002621185,0.8749999999999999,0.0,0.6812849986332505,0.6585955051255102,0.42157117784734927,0.0,0.5292122875496157,0.9730277844432307
01-02-2020,576,12.07,0.0,2,0,852271000,0.0506,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12038,0.0003960026665198858,0.0018083273648150263,0.41818181818181827,0.7,0.0006375074793609734,0.29733260802235106,0.5794127297646587,0.8125998225377108,0.08561575143839395,0.28902306241353926,0.0,0.20909090909090913,0.7,0.0009472791702319619,0.21918633444675245,0.14970259566268412,0.09634102080451308,0.0,0.22418253215543166,0.02215729285191373
01-02-2021,248,13.59,6.879628555,3,0,0,0.4648,0.4,39.93714347,-85.2878043,0.7607974513428309,2.498009608,5.566453767,0.4431785227178934,0.7459245757342642,0.286095031,0.51605335,0.641774086989601,0.6620457791921152,0.477330706,6.318711585,0.7587868845263551,-2.180367999,0.392681316,0.8303811435927768,2.952521892,0.7676799776090647,0.6261310699573579,0.769298217,0.77676983,3.430941902,0,0.0,0.0,0.4924242424242424,0.5833333333333333,0.0005312562328008112,0.37796872681261173,0.6705319549043639,0.6738074111632231,0.19944764787836666,0.24085255201128267,0.0,0.5670991647069217,0.5833333333333333,0.00017708541093360374,0.5594009450422833,0.6430407835906032,0.5538950719099177,0.0,0.4965401007434285,0.9891719178484969
01-02-2022,453,11.81,6.088330115,3,0,0,0.4587,0.4,38.76477785,-91.18400185,0.7880666818476004,3.435950285,6.095216134,0.4914189708273643,0.674914458118798,0.321998834,0.636312959,0.8356818280444592,0.5638722145995281,0.412371732,6.52662011,0.5974106365368281,4.514657043,0.191280875,0.6447951659663278,1.791830259,0.7713620943765686,0.5540588462947442,0.792570394,0.646144506,5.889872424,0,0.0,0.0,0.5454545454545454,0.5,0.0004553624852578382,0.4046309555302834,0.7508988160707178,0.5820944171812469,0.22378805287895398,0.20644504458109944,0.0,0.6905681867495024,0.5,0.00015178749508594608,0.5804658001367908,0.594027543090907,0.45590929857248524,0.0,0.48739058952398184,0.9888649576477186
01-02-2023,764,13.46,7.800092855,4,288,0,0.5068,0.6,38.42959255,-83.61542838,0.6662684233946593,3.289589257,3.673064122,0.6204314028409684,0.7545195888987954,0.203210206,0.687779976,0.7849695198844369,0.5793344164132426,0.495124522,3.914475124,0.7294420267666392,0.507620656,0.309635903,0.9049926403026567,2.893786117,0.6561911062324624,0.8863235757186816,0.848730684,0.62504295,5.806032349,0,0.0,0.0,0.5909090909090908,1.0,0.0004553624852578382,0.44149962369882334,0.8570536197977195,0.5905691469134238,0.27339509968099396,0.20644504458109944,0.0,0.6879393053967638,1.0,0.00015178749508594608,0.6683760588090768,0.6629566653738129,0.5050738292536604,0.0,0.5962118561130344,0.9904414500790419
01-03-2020,541,8.88,0.0,0,0,733222000,0.0496,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87690,0.004571613794959299,0.00684012643507872,0.5909090909090908,1.0,0.0037724198313501983,0.20497203444580658,0.7039400256825338,0.6056353331039603,0.0666457304286232,0.38405292808041236,0.0,0.2954545454545454,1.0,0.005061386687129406,0.2272280150320851,0.11204684392209725,0.1280176426934708,0.0,0.28529326520287485,0.0180696092948938
01-03-2021,249,11.4,7.252332922,4,0,0,0.4793,0.4,37.14967369,-90.04025824,0.7514419585194081,2.872598901,4.477055704,0.9916243075597102,0.7604566432208714,0.332745177,0.659118174,0.6498869295248708,0.6031773863847016,0.577830479,6.154138933,0.7021876265455593,-2.461916934,0.21574179,0.7589355280575018,2.600254502,0.6807617077798341,0.7324733956045463,0.83944667,0.690198715,4.670574329,0,0.0,0.0,0.7272727272727273,1.0,0.0037724198313501983,0.25800503781106965,0.7102335048236311,0.596508701084693,0.0634452757962336,0.38405292808041236,0.0,0.688579828398799,1.0,0.0012574732771167328,0.6800798733538206,0.5972610944737028,0.5631393136702244,0.0,0.5937768099558188,0.9865992995924185
